row_identity,ground_truth_class,source_experiment,source_class,source_role,source_kind,source_session_id,source_capture_id,source_csv,source_csv_sha256,source_row_index,transformation
082f633dc693d9ffd991061d0766c9ced2856d71b395f8621d4b87e22410b5c9,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,0,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
e55752dbccaf8a8e83fbec9de292decd7654724a5b6f4abb138d765d89ef3227,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1704,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
6d5f54323e065a8723cde28d49707dc28c9714892aa4427b14f3167899c2e8cd,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1707,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
3e28f5437067cd0d6ab715165334decf165b5bafa21e8d8a42e4285c510827ff,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1710,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
b316230df15a5de8e894e1baa8effde6445c35ba1e3bc359c85956d21d56053d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1712,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
3b3d40c8e7a100be32c6e5de9bafd9d40bf131cf6e8019908ea63ca61ffe64a0,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1713,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
b44dd869fadcb0976adebc2d513ca3a6bd4d56c32d1aa0f74430f395f7db6287,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1716,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
e9655f0308dc6c1101507937945333bd3d2dff7ce04dbf147d68995c73504012,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1718,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
9cb2f35607cdc42e56130cbc6b7d96a482766499d3ff57405d0429d771f7e247,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1722,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
b2e701fa0a9cfaf43ad2b4d1adb80ed0c36cff193f0f855ae211bb65c98d099f,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1727,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
d714cf0f9f4197790f28d96f32d599106ca3a7fb06ace90988e5aed295cbe53d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1730,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
d9d1e9651171a961c21a8e1071efe18a966a5ccc6f29742318e3591efb3b0dd0,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1731,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
d8014d4bb24cea6f821669ac60ca2d657ceab1d95f75bd54c9909c63ba41c47d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1732,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
634f4a0897c8bc6876904d70706e745be850ad719b6e34efdf9d6be80f8b03a5,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1733,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
96869cc146ba9e6c4164bab42d61bba971673031259832cc8455f38897955ce3,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1734,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
d17c19d2162b10dc52f466f6bd035aa3deec4d9c89a34c71dc791ee3ee2cf64d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1737,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
9706a2355f0f30002aa9aa9350b409d3cbe99311a61a48719e40ebf0fa460f24,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1742,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
363009c2e7d2fa05ab36154466f006b719478851b031d9d806d45fe926d0f558,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1744,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
a19e69bff96dda24e4b9220218af74fba21c78f4af6856df1f029bfe987ecfd2,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1748,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
bd812bd924a4350fe0a2e7759ddb85d7e91d3565253cacb84b15d836375eead6,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1750,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
adee2cc81f218304ab21bf169b3608cb63ea93290208a80b0e40c416ee6c7a98,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1752,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
cd3e9185e104ba09bc73bd95f5ef5fc4ed4150be9345fc4039e59dbd49b7bc3c,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1754,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
6fe7a0e802a19ad7294416e0060830ab4aacadc16b1660e2dcf4f80a8b81bd6e,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1756,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
65c8825d3e067bc239bfd62380f3e0ae5e3e36d85612c0da6b22fe2713854cca,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1757,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
9baa27b3af71bf41b7ede2d47a6f2339d29962ccd2c59040644418c70b671e0a,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1758,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
341004be072f40022d79c0d40fe17b799da61d708458f5c87d6ef554b0c46819,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1760,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
5c9cc22b2ff3db4db562c097628693cd9486768eea30be1b1d82c71a204be04b,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1761,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
78bb767ea337ca842bd76346d0e7752c5daf76547a434fc22210742006baeac2,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1766,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4932cef34a0a7030a9f4e1d5d7016edc0a752ba473228e97720b6997e9b94d1a,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1768,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
63e47b58008bb5c371f47aefee6ef280bd460fd8565c9bee50de72712eed90b8,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1772,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
ed5f0c541eb7a06f7db2df202fe1517cc8068f571aa2ea7cca07b9bbdca4e441,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1774,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
c65ab9ad9006ee5cf9479571b789f156c2a40d215b30086886ce091f26507c41,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1775,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
a2f467ea56dbc2c049b9f70f72234965a8905d769c5b2b6b8e1d90b176a1b0f0,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1779,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4353b808bc6cb08a199b7c3982b4dae8b156f85a56ef9c66772820ef5e3fb882,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1783,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
f387c32bb5f8db49006cc2d3e8c22506d4493115ec1eb1da3c5ee0a57ace8ca5,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1785,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
f46c2a4bbd45888224af8dc7a19bc5d5da113c39b96815f98a24b1113d539098,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1788,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
0fee64d6886d211c9c3c147b057590d2445dd717886c444d85cb96eae32673f9,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1790,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
4576b1a8e39db00c81b2787c28de6da84d445e83336cb7b5913ae6278433dde6,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1791,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
5e1971f1badc12a2d6b971131bba721e090e6cac4f07b31a11d74847c5225144,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1794,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
16f2178720629c4edc3adfc9ce475456af9b865deee77049ef7d09ce0533519a,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1795,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
043c9730664ba88dfbd7f2de5ba6b8f29bf36ab0ea748af839e339f1c98e28dc,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1796,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
c7366b084ab884b3c6a278e7111784cf9385bcd0213a63c3f666cc4224136aa7,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1797,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
c89533a6110f2244190d8f7b6e529c9b0f723e796e7de70f8d2a43beba2cbfa7,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1798,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
df564cb6e6f91f22a35ef96572e75d78acba7ba0f724d636f586e4e41a40413d,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1799,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
e66f41fdb88767ea9ad22b8e0a76390c7c82113e3266915e9f1181d712a8992a,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1804,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
32eb4ebb1c066ff81b01a157df98d5ba21a5b4e55cec4cf772d7f6bbf0a3e717,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1805,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
739f514b5dd99ef455e490d9d493b54cd9ca7246ba1d532a689f19fce5ab9492,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1807,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
c1ea5c052db534278e1c76afa895f12fc9667a12b6cef86030f630365f96c6f0,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1810,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
8015a4c44882fe50c6752717980df823190af5cffe0e7544a44b5c6c08aaa5c7,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1812,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
3c053dd9624693e4f32cbb03f1b30ce58b77b848b4ae0719c8f1e36a99445969,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1813,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
75f5eac087e897513bf331b70e135bd114bfc9fed4957355b114a3d44fb1d8eb,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1816,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
9f2650dc0b925c6af91d6d8c15b605a86218e139e916800ecf5c6cbce4177066,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1821,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
8e9468203bed45a331a904ae0ddfb3420c89df2c02e6453c6f63861554f29a18,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1822,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
de77fad159f22651d5d3cea6703bc7d5cb49e82953b1a006dd2814eafbd41bab,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1823,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
6e1bc6229a3d2e909f3988c68ed9e1ac4896786993060e7cb771b31a4e3d4bde,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1827,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
814836b330724e24a1474ea3105b28a632a2259180f0c4942a6bbaf67a724f89,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1829,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
37e685f33cb908cd6680cd79f354f083f8741d4880faa003417d89a47f7eac7b,DDoS,EXPERIMENT_D,DDoS,adaptation,historical_adaptation,expd-adapt-ddos-session-01,expd-adapt-ddos-capture-01,data/lab/experiment_d/adaptation/flows/cicflowmeter-v3/ddos/ddos-like-d2-s01.pcap_ISCX.csv,3c19e07d4365d1532d5ff72b0e97feab0bdc9883047d71c22763aa45043bc017,1830,pinned_cicflowmeter_v3_to_78_feature_adapter; no imputation
